person_id,item_id,item_level,item_type,y,gender
3,78,7.9090141,ctest,0.628571429,FEMALE
3,79,0.324022561,elicited_speech,0.711637065,FEMALE
3,80,9.997776135,ctest,0.838709677,FEMALE
3,81,8.05,text_vocab,0.838912426,FEMALE
3,82,6.25,audio_vocab,0.835751363,FEMALE
3,83,3.45001921,dictation,0.993889516,FEMALE
3,84,8.631090487,dictation,0.121421761,FEMALE
3,85,4.11,text_vocab,0.572482197,FEMALE
3,86,6.126,text_vocab,0.75321475,FEMALE
3,87,6.617970634,ctest,0.607142857,FEMALE
3,88,0.402,text_vocab,0.976829842,FEMALE
3,89,8.34,text_vocab,0.650474892,FEMALE
3,90,8.086,audio_vocab,0.745446777,FEMALE
3,91,8.422122263,elicited_speech,0.739249809,FEMALE
3,92,5.329115297,dictation,0.815332168,FEMALE
3,93,7.156,audio_vocab,0.957166214,FEMALE
4,94,8.030825424,dictation,0.001738799,FEMALE
4,95,9.984,text_vocab,0.204070156,FEMALE
4,96,5.429,audio_vocab,0.954711503,FEMALE
4,97,7.733480116,elicited_speech,0.856967169,FEMALE
4,98,9.984730413,ctest,0.555555556,FEMALE
4,99,8.526393967,dictation,0.993889516,FEMALE
4,100,0.413175174,dictation,0.993889516,FEMALE
4,101,4.364552987,dictation,0.00011,FEMALE
4,102,8.151,text_vocab,0.877358015,FEMALE
4,103,7.738598377,ctest,0.5,FEMALE
4,104,8.298388616,elicited_speech,0.718239563,FEMALE
4,105,7.956591438,elicited_speech,0.821002747,FEMALE
4,106,2.91197982,dictation,0.993889516,FEMALE
4,107,6.148882892,ctest,0.482758621,FEMALE
4,108,7.55,audio_vocab,0.836678836,FEMALE
4,109,7.577,text_vocab,0.975507821,FEMALE
4,110,10,audio_vocab,0.745446777,FEMALE
4,111,1.960253715,ctest,0.772727273,FEMALE
4,112,0.148632121,ctest,0.933333333,FEMALE
4,79,0.324022561,elicited_speech,0.668464554,FEMALE
4,113,4.6,text_vocab,0.759020323,FEMALE
4,114,2.219,audio_vocab,0.796528832,FEMALE
4,115,7.587,text_vocab,0.759020323,FEMALE
4,116,5.742385372,dictation,0.457225291,FEMALE
4,117,9.761,text_vocab,0.660861818,FEMALE
4,118,8.460889955,elicited_speech,0.804450322,FEMALE
4,119,8.617913572,elicited_speech,1.00E-07,FEMALE
4,120,3.927734768,ctest,0.304347826,FEMALE
4,121,3.312,text_vocab,0.918928584,FEMALE
4,122,8.122,audio_vocab,0.824165656,FEMALE
4,123,8.379,audio_vocab,0.493147948,FEMALE
5,124,4.905895767,ctest,0.631578947,MALE
5,125,5.908818555,dictation,1.00E-07,MALE
5,126,4.16,text_vocab,0.918223856,MALE
5,127,5.183185792,elicited_speech,0.78801631,MALE
5,128,3.713586968,elicited_speech,0.812535039,MALE
5,129,0.462,audio_vocab,0.648335693,MALE
5,130,9.000629937,ctest,0.27027027,MALE
5,131,10,text_vocab,0.104856081,MALE
5,132,5.378903013,dictation,0.077783597,MALE
5,133,1.961124535,dictation,4.07E-05,MALE
5,134,5.417619167,dictation,1.00E-07,MALE
5,135,2.576390603,ctest,0.44,MALE
5,136,0.476,text_vocab,0.977657181,MALE
5,137,3.911631178,elicited_speech,0.72571257,MALE
5,138,8.264,audio_vocab,0.317547404,MALE
5,96,5.429,audio_vocab,0.159399191,MALE
5,139,7.949,text_vocab,0.465270537,MALE
5,140,7.070709006,ctest,0.310344828,MALE
5,141,10,audio_vocab,0.01,MALE
5,142,6.282,text_vocab,0.918928584,MALE
5,143,5.327433176,elicited_speech,0.732048852,MALE
5,144,7.537547464,elicited_speech,0.542150689,MALE
5,100,0.413175174,dictation,0.004018209,MALE
5,145,0.487396732,ctest,0.9999999,MALE
5,146,4.168,audio_vocab,0.954711503,MALE
5,147,2.580738091,ctest,0.636363636,MALE
5,148,5.248,text_vocab,0.837417063,MALE
5,149,0.434112048,dictation,1.00E-07,MALE
5,150,0.431417394,dictation,1.61E-06,MALE
5,151,3.808979257,elicited_speech,0.822883727,MALE
5,152,4.882,audio_vocab,0.745446777,MALE
6,153,2.749400255,dictation,0.001528656,OTHER
6,154,7.055191942,elicited_speech,0.874422385,OTHER
6,155,8.004462828,ctest,0.603448276,OTHER
6,156,8.278239157,elicited_speech,0.784254417,OTHER
6,157,1.128,text_vocab,0.917441316,OTHER
6,94,8.030825424,dictation,1.00E-07,OTHER
6,158,9.693,audio_vocab,0.52803734,OTHER
6,159,2.568089737,dictation,0.993889516,OTHER
6,160,9.276,text_vocab,0.838912426,OTHER
6,161,7.034163187,elicited_speech,0.721989821,OTHER
6,162,4.282034648,dictation,0.993889516,OTHER
6,163,9.993,text_vocab,0.742573776,OTHER
6,164,9.984744359,ctest,0.522727273,OTHER
6,165,5.037,text_vocab,0.975507821,OTHER
6,166,7.267312172,ctest,0.9999999,OTHER
6,167,7.918,audio_vocab,0.159399191,OTHER
6,168,6.825526382,elicited_speech,0.743071625,OTHER
6,169,9.735,text_vocab,0.800163496,OTHER
6,170,7.304,text_vocab,0.838912426,OTHER
6,171,5.065,audio_vocab,0.836678836,OTHER
6,149,0.434112048,dictation,0.993889516,OTHER
6,172,5.477787905,ctest,0.791666667,OTHER
6,173,0.426,audio_vocab,0.493147948,OTHER
6,174,2.621,audio_vocab,0.957166214,OTHER
6,175,8.140204907,elicited_speech,1.00E-07,OTHER
6,176,2.131621965,ctest,0.826086957,OTHER
6,177,7.114402702,dictation,0.006502367,OTHER
6,178,7.070689431,dictation,0.015889896,OTHER
6,179,7.033013334,ctest,0.62962963,OTHER
6,180,7.095,audio_vocab,0.835751363,OTHER
6,181,7.57386239,elicited_speech,0.888424604,OTHER
7,182,5.107303823,dictation,1.00E-07,MALE
7,150,0.431417394,dictation,0.993889516,MALE
7,183,5.226919683,elicited_speech,0.550440207,MALE
7,184,4.092,text_vocab,0.759630364,MALE
7,185,5.215116762,elicited_speech,0.64988435,MALE
7,186,9.819,text_vocab,0.123418899,MALE
7,187,3.721184036,elicited_speech,0.708061966,MALE
7,88,0.402,text_vocab,0.918223856,MALE
7,188,4.814197718,elicited_speech,0.800478828,MALE
7,189,0.779,audio_vocab,0.648335693,MALE
7,190,4.826052832,ctest,0.481481481,MALE
7,191,1.940253569,dictation,0.993889516,MALE
7,192,5.331,text_vocab,0.838912426,MALE
7,193,6.223,audio_vocab,0.34038456,MALE
7,194,4.270754625,elicited_speech,0.618286113,MALE
7,195,6.051058858,elicited_speech,0.322512306,MALE
7,196,3.011570682,dictation,1.00E-07,MALE
7,197,2.421,text_vocab,0.837410065,MALE
7,198,9.434,audio_vocab,0.096865041,MALE
7,199,6.401,audio_vocab,0.52803734,MALE
7,200,8.158367666,dictation,1.00E-07,MALE
7,201,7.870743867,ctest,0.595744681,MALE
7,202,0.16212168,ctest,0.8125,MALE
7,203,4.599076403,ctest,0.577777778,MALE
7,204,7.1,text_vocab,0.345913806,MALE
7,205,3.505244483,ctest,0.583333333,MALE
7,206,9.798711264,ctest,0.481481481,MALE
7,207,9.964,audio_vocab,0.648335693,MALE
7,208,5.318915627,dictation,0.024405043,MALE
7,209,5.199,audio_vocab,0.835751363,MALE
7,210,4.733,audio_vocab,0.835751363,MALE
8,211,4.51,audio_vocab,0.954711503,MALE
8,212,9.678,audio_vocab,0.957166214,MALE
8,213,2.22,audio_vocab,0.824165656,MALE
8,214,8.409536772,ctest,0.882352941,MALE
8,215,8.2,audio_vocab,0.796528832,MALE
8,216,8.520930499,elicited_speech,0.879469047,MALE
8,217,7.195,text_vocab,0.977657181,MALE
8,218,8.041,audio_vocab,0.836678836,MALE
8,219,9.814,audio_vocab,0.954711503,MALE
8,220,3.252760138,dictation,0.993889516,MALE
8,221,8.656909235,dictation,0.993889516,MALE
8,222,9.817,text_vocab,0.97811438,MALE
8,223,9.259741509,elicited_speech,0.708023238,MALE
8,224,7.591434501,dictation,0.993889516,MALE
8,165,5.037,text_vocab,0.975507821,MALE
8,225,7.111905892,ctest,0.772727273,MALE
8,226,2.314,text_vocab,0.914637651,MALE
8,227,6.303217204,elicited_speech,0.755276301,MALE
8,228,8.019930736,elicited_speech,0.884484698,MALE
8,229,8.549298604,dictation,0.730222395,MALE
8,230,9.993456371,ctest,0.820512821,MALE
8,231,1.497102392,ctest,0.8,MALE
8,232,3.711000816,ctest,0.846153846,MALE
8,233,9.716,audio_vocab,0.954711503,MALE
8,234,8.102466829,elicited_speech,0.912169691,MALE
8,235,9.991,text_vocab,0.664902675,MALE
8,236,9.304,text_vocab,0.97826087,MALE
8,150,0.431417394,dictation,0.993889516,MALE
8,237,8.873282899,elicited_speech,0.911897011,MALE
8,238,5.943515422,dictation,0.091319862,MALE
8,239,6.312829021,ctest,0.740740741,MALE
9,240,9.509,audio_vocab,0.836678836,FEMALE
9,241,3.662571519,dictation,0.993889516,FEMALE
9,242,5.981,audio_vocab,0.954711503,FEMALE
9,243,8.157,text_vocab,0.976829842,FEMALE
9,244,6.581685031,dictation,0.993889516,FEMALE
9,245,2.095069924,elicited_speech,0.82206452,FEMALE
9,246,4.497553626,ctest,0.9,FEMALE
9,247,8.672854819,elicited_speech,0.851294057,FEMALE
9,248,7.90293555,ctest,0.590909091,FEMALE
9,249,8.71433898,elicited_speech,0.826636765,FEMALE
9,250,8.879331456,elicited_speech,0.862449764,FEMALE
9,251,9.021186285,elicited_speech,0.868385103,FEMALE
9,252,9.745673032,ctest,0.9999999,FEMALE
9,253,7.336,text_vocab,0.918223856,FEMALE
9,254,9.141207997,dictation,0.993889516,FEMALE
9,255,8.589266313,elicited_speech,0.844506443,FEMALE
9,256,3.299,audio_vocab,0.954711503,FEMALE
9,257,9.390476621,ctest,0.814814815,FEMALE
9,258,1.45,text_vocab,0.977657181,FEMALE
9,259,4.962,text_vocab,0.914637651,FEMALE
9,260,7.312,audio_vocab,0.957166214,FEMALE
9,261,9.836,text_vocab,0.97811438,FEMALE
9,262,5.254709321,dictation,0.993889516,FEMALE
9,263,9.812,audio_vocab,0.836678836,FEMALE
9,264,6.319474551,ctest,0.9999999,FEMALE
9,265,9.847,text_vocab,0.903615575,FEMALE
9,266,1.276396188,dictation,0.770733544,FEMALE
9,267,9.899,audio_vocab,0.824165656,FEMALE
9,268,1.21816074,ctest,0.9999999,FEMALE
9,269,10,audio_vocab,0.957166214,FEMALE
9,270,8.523860498,dictation,0.035204338,FEMALE
10,271,8.107,audio_vocab,0.206290928,FEMALE
10,272,5.272,audio_vocab,0.52803734,FEMALE
10,273,5.003716483,elicited_speech,0.852180089,FEMALE
10,274,6.462422013,elicited_speech,0.732735821,FEMALE
10,275,8.375262873,ctest,0.736842105,FEMALE
10,276,0.429034328,ctest,0.913043478,FEMALE
10,277,0.492863871,elicited_speech,0.96451868,FEMALE
10,278,5.288253086,ctest,0.512820513,FEMALE
10,279,2.909044144,ctest,0.884615385,FEMALE
10,280,7.006,audio_vocab,0.493147948,FEMALE
10,267,9.899,audio_vocab,0.835751363,FEMALE
10,281,3.105,text_vocab,0.837417063,FEMALE
10,33,4.549802998,elicited_speech,0.825164315,FEMALE
10,282,5.258,text_vocab,0.818473812,FEMALE
10,283,1.83620005,dictation,0.001322774,FEMALE
10,284,3.675779898,dictation,0.953533191,FEMALE
10,285,9.99252317,ctest,0.611111111,FEMALE
10,286,4.908993275,elicited_speech,0.929405641,FEMALE
10,287,4.355,audio_vocab,0.954711503,FEMALE
10,288,4.172,text_vocab,0.465270537,FEMALE
10,186,9.819,text_vocab,0.56127313,FEMALE
10,289,7.01,text_vocab,0.918928584,FEMALE
10,290,3.555298391,dictation,0.993889516,FEMALE
10,291,6.164203889,dictation,1.00E-07,FEMALE
10,292,6.144185798,ctest,0.234042553,FEMALE
10,293,0.645,audio_vocab,0.52803734,FEMALE
10,294,8.143173595,dictation,0.083067816,FEMALE
10,149,0.434112048,dictation,0.399411298,FEMALE
10,295,9.333,text_vocab,0.917441316,FEMALE
10,296,2.674390039,elicited_speech,0.74165618,FEMALE
10,297,4.934,audio_vocab,0.311246521,FEMALE
11,298,10,text_vocab,0.800231548,MALE
11,299,8.461916748,ctest,0.613636364,MALE
11,300,8.169,text_vocab,0.619983946,MALE
11,301,8.054882772,dictation,1.00E-07,MALE
11,302,8.125031953,dictation,0.000442,MALE
11,303,2.515,audio_vocab,0.957166214,MALE
11,304,6.906,text_vocab,0.818473812,MALE
11,6,0.426555525,dictation,0.993889516,MALE
11,305,10,audio_vocab,0.444694658,MALE
11,181,7.57386239,elicited_speech,0.906479849,MALE
11,306,5.303750553,ctest,0.806451613,MALE
11,307,4.015505362,dictation,0.778803143,MALE
11,308,6.212,audio_vocab,0.954711503,MALE
11,309,8.357,audio_vocab,0.311246521,MALE
11,310,8.14,audio_vocab,0.733895509,MALE
11,311,9.711,audio_vocab,0.733895509,MALE
11,312,8.370702752,elicited_speech,0.847319149,MALE
11,279,2.909044144,ctest,0.884615385,MALE
11,313,9.725,text_vocab,0.715650253,MALE
11,314,8.242519341,elicited_speech,0.765126018,MALE
11,315,3.481693751,dictation,0.993889516,MALE
11,316,9.986266493,ctest,0.710526316,MALE
11,317,6.385534708,elicited_speech,0.821970747,MALE
11,318,4.395,text_vocab,0.903615575,MALE
11,319,1.335,text_vocab,0.97811438,MALE
11,320,8.343003652,elicited_speech,0.778279587,MALE
11,321,7.565468301,ctest,0.930232558,MALE
11,322,8.384312965,elicited_speech,1.00E-07,MALE
11,323,6.255063806,dictation,0.16895193,MALE
11,324,7.491915421,ctest,0.829268293,MALE
11,325,4.836,audio_vocab,0.954711503,MALE
12,326,6.34,text_vocab,0.918223856,MALE
12,327,9.616717983,ctest,0.777777778,MALE
12,328,0.897,audio_vocab,0.745446777,MALE
12,329,3.80952144,dictation,0.993889516,MALE
12,330,5.029922,elicited_speech,0.961339562,MALE
12,100,0.413175174,dictation,0.993889516,MALE
12,331,4.221078572,ctest,0.484848485,MALE
12,332,4.028,text_vocab,0.642509816,MALE
12,333,4.208,audio_vocab,0.835751363,MALE
12,334,8.656672928,dictation,0.000104,MALE
12,335,4.888184667,elicited_speech,0.902255749,MALE
12,336,5.462407411,ctest,0.529411765,MALE
12,337,10,text_vocab,0.488760239,MALE
12,338,3.764969534,dictation,0.581940047,MALE
12,339,4.355,text_vocab,0.539551054,MALE
12,340,7.398,text_vocab,0.202494924,MALE
12,341,3.00217797,elicited_speech,0.9999999,MALE
12,342,6.476901288,elicited_speech,0.922787366,MALE
12,343,9.362,audio_vocab,0.493147948,MALE
12,344,7.299011601,ctest,0.576923077,MALE
12,345,3.00685769,dictation,1.00E-07,MALE
12,346,3.604375988,elicited_speech,0.816685736,MALE
12,347,8.199233107,ctest,0.786885246,MALE
12,348,5.774726166,elicited_speech,0.748767225,MALE
12,349,7.346659168,dictation,9.86E-07,MALE
12,350,2.648258141,ctest,0.9999999,MALE
12,351,4.308,audio_vocab,0.745446777,MALE
12,136,0.476,text_vocab,0.855309529,MALE
12,352,7.214,audio_vocab,0.824165656,MALE
12,353,0.485,audio_vocab,0.796528832,MALE
12,354,4.473591424,dictation,1.66E-05,MALE
13,355,8.887890231,dictation,0.574973729,FEMALE
13,356,7.996,audio_vocab,0.954711503,FEMALE
13,357,10,audio_vocab,0.957166214,FEMALE
13,358,8.591809878,elicited_speech,0.9999999,FEMALE
13,359,4.975909531,dictation,0.993889516,FEMALE
13,360,6.208,audio_vocab,0.957166214,FEMALE
13,275,8.375262873,ctest,0.894736842,FEMALE
13,361,8.589999603,elicited_speech,0.968918735,FEMALE
13,362,9.832134803,ctest,0.928571429,FEMALE
13,363,9.422732932,dictation,0.993889516,FEMALE
13,364,10,text_vocab,0.975507821,FEMALE
13,365,9.047419434,dictation,0.993889516,FEMALE
13,366,8.750661522,elicited_speech,0.997603564,FEMALE
13,367,0.75750342,ctest,0.9999999,FEMALE
13,368,9.478868948,elicited_speech,0.9999999,FEMALE
13,369,1.998405039,dictation,0.993889516,FEMALE
13,370,10,audio_vocab,0.954711503,FEMALE
13,371,8.540024086,dictation,0.993889516,FEMALE
13,372,4.588341495,ctest,0.9999999,FEMALE
13,373,9.568,audio_vocab,0.957166214,FEMALE
13,374,6.103,text_vocab,0.97811438,FEMALE
13,375,9.968,text_vocab,0.910223855,FEMALE
13,376,7.239,text_vocab,0.97811438,FEMALE
13,377,6.707441476,ctest,0.9999999,FEMALE
13,378,8.667352676,elicited_speech,0.9999999,FEMALE
13,379,4.3,audio_vocab,0.957166214,FEMALE
13,380,9.977,text_vocab,0.975507821,FEMALE
13,381,6.016476726,elicited_speech,0.9999999,FEMALE
13,382,3.444,text_vocab,0.976829842,FEMALE
13,383,8.541853253,dictation,0.993889516,FEMALE
13,384,9.709681321,ctest,0.9999999,FEMALE
14,385,9.73247731,ctest,0.781818182,MALE
14,386,9.882,text_vocab,0.893671072,MALE
14,387,7.316,text_vocab,0.917441316,MALE
14,388,5.243826455,ctest,0.931034483,MALE
14,389,8.643000818,elicited_speech,0.946985439,MALE
14,390,9.96755054,ctest,0.912280702,MALE
14,391,9.018694815,dictation,0.993889516,MALE
14,392,8.022,audio_vocab,0.836678836,MALE
14,393,8.188979783,dictation,0.918307307,MALE
14,394,6.115067988,elicited_speech,0.980129266,MALE
14,395,9.338934367,elicited_speech,0.939807035,MALE
14,396,4.49,text_vocab,0.855309529,MALE
14,397,8.671579079,dictation,0.641000751,MALE
14,398,9.172,text_vocab,0.910223855,MALE
14,399,1.313,audio_vocab,0.954711503,MALE
14,400,8.238,audio_vocab,0.957166214,MALE
14,401,2.792893893,dictation,0.993889516,MALE
14,402,8.503861328,dictation,0.80905565,MALE
14,403,6.318,audio_vocab,0.954711503,MALE
14,404,4.343,audio_vocab,0.824165656,MALE
14,405,6.454659745,dictation,0.993889516,MALE
14,406,9.888,text_vocab,0.919206801,MALE
14,407,9.994,audio_vocab,0.957166214,MALE
14,408,8.698043598,elicited_speech,0.960047887,MALE
14,409,9.768538538,ctest,0.9999999,MALE
14,410,9.745,text_vocab,0.97811438,MALE
14,411,0.037763469,ctest,0.9999999,MALE
14,412,6.922794819,ctest,0.8,MALE
14,413,9.954,audio_vocab,0.699308165,MALE
14,414,7.767138734,elicited_speech,0.944477577,MALE
14,415,8.95294164,elicited_speech,0.879997057,MALE
15,149,0.434112048,dictation,1.00E-07,FEMALE
15,416,4.709341941,ctest,0.459459459,FEMALE
15,417,3.820573183,elicited_speech,0.624407429,FEMALE
15,418,4.119,audio_vocab,0.52803734,FEMALE
15,419,0.410420197,dictation,0.993889516,FEMALE
15,420,3.424715694,ctest,0.627906977,FEMALE
15,421,3.727613762,dictation,0.000403,FEMALE
15,422,4.459,text_vocab,0.56127313,FEMALE
15,423,3.57,text_vocab,0.914637651,FEMALE
15,424,9.695254059,ctest,0.482142857,FEMALE
15,425,0.444,audio_vocab,0.648335693,FEMALE
15,426,7.013,audio_vocab,0.159399191,FEMALE
15,427,4.099466827,elicited_speech,0.667333511,FEMALE
15,428,6.466273927,elicited_speech,0.699364401,FEMALE
15,429,3.725978051,elicited_speech,0.718679643,FEMALE
15,430,5.377,text_vocab,0.837417063,FEMALE
15,431,1.80260945,ctest,0.681818182,FEMALE
15,432,2.168583222,dictation,1.00E-07,FEMALE
15,433,8.181,text_vocab,0.918223856,FEMALE
15,434,10,text_vocab,0.918223856,FEMALE
15,435,4.204,text_vocab,0.910223855,FEMALE
15,436,4.209367245,dictation,0.005863007,FEMALE
15,437,7.697372196,ctest,0.175,FEMALE
15,438,9.136,audio_vocab,0.159399191,FEMALE
15,439,0.415617551,ctest,0.545454545,FEMALE
15,440,3.665606721,elicited_speech,0.785465096,FEMALE
15,441,2.092,audio_vocab,0.745446777,FEMALE
15,442,2.612169283,elicited_speech,0.686979256,FEMALE
15,443,6.628140387,ctest,0.4,FEMALE
15,444,3.631745509,dictation,0.000355,FEMALE
15,445,4.197,audio_vocab,0.52803734,FEMALE
16,446,6.845314239,elicited_speech,0.571897625,FEMALE
16,447,8.271,audio_vocab,0.957166214,FEMALE
16,448,5.149,audio_vocab,0.835751363,FEMALE
16,449,7.37,audio_vocab,0.733895509,FEMALE
16,450,8.25869678,dictation,0.993889516,FEMALE
16,451,3.513,audio_vocab,0.311246521,FEMALE
16,452,8.261061954,elicited_speech,0.635626043,FEMALE
16,453,8.078246555,ctest,0.9999999,FEMALE
16,454,5.571154112,dictation,0.993889516,FEMALE
16,455,8.692146981,dictation,0.005006658,FEMALE
16,456,8.237982765,elicited_speech,0.697527848,FEMALE
16,457,9.898865954,ctest,0.466666667,FEMALE
16,458,3.367,text_vocab,0.825485366,FEMALE
16,459,0.646,audio_vocab,0.836678836,FEMALE
16,460,3.330322703,ctest,0.857142857,FEMALE
16,461,3.657033658,dictation,0.993889516,FEMALE
16,410,9.745,text_vocab,0.739607048,FEMALE
16,462,7.263,text_vocab,0.289835929,FEMALE
16,463,7.813893289,elicited_speech,0.421428346,FEMALE
16,136,0.476,text_vocab,0.977657181,FEMALE
16,464,8.101927339,elicited_speech,0.576797805,FEMALE
16,465,8.134,text_vocab,0.363707301,FEMALE
16,466,7.985,text_vocab,0.53667139,FEMALE
16,467,8.592486469,elicited_speech,0.593834397,FEMALE
16,468,6.746745366,ctest,0.689655172,FEMALE
16,469,9.880500172,ctest,0.75,FEMALE
16,419,0.410420197,dictation,0.993889516,FEMALE
16,470,8.567676602,dictation,0.993889516,FEMALE
16,471,9.942,audio_vocab,0.34038456,FEMALE
16,472,5.067728782,ctest,0.72,FEMALE
16,473,5.912,audio_vocab,0.954711503,FEMALE
17,474,3.951,text_vocab,0.66338486,FEMALE
17,475,4.39321436,elicited_speech,0.788635209,FEMALE
17,476,3.601699839,elicited_speech,0.761303731,FEMALE
17,477,9.57,text_vocab,0.018112489,FEMALE
17,478,3.905398238,dictation,0.010056663,FEMALE
17,479,1.311729933,ctest,0.540540541,FEMALE
17,480,0.425,audio_vocab,0.493147948,FEMALE
17,481,9.246591214,ctest,0.571428571,FEMALE
17,482,3.623942884,ctest,0.414634146,FEMALE
17,483,4.713630266,elicited_speech,0.725843175,FEMALE
17,484,7.2,text_vocab,0.482765268,FEMALE
17,485,4.478,audio_vocab,0.156203758,FEMALE
17,88,0.402,text_vocab,0.976829842,FEMALE
17,486,7.369,audio_vocab,0.01,FEMALE
17,487,3.15292378,dictation,0.993889516,FEMALE
17,488,1.546,audio_vocab,0.745446777,FEMALE
17,489,5.258,text_vocab,0.539551054,FEMALE
17,490,4.427507901,elicited_speech,0.722068126,FEMALE
17,6,0.426555525,dictation,0.993889516,FEMALE
17,491,9.286,audio_vocab,0.01,FEMALE
17,492,6.618567293,ctest,0.709677419,FEMALE
17,493,4.081082145,dictation,9.94E-06,FEMALE
17,494,4.517,audio_vocab,0.52803734,FEMALE
17,495,3.688949122,elicited_speech,0.814447448,FEMALE
17,496,6.447845595,dictation,1.00E-07,FEMALE
17,497,3.679268394,ctest,0.805555556,FEMALE
17,498,4.045669865,ctest,0.633333333,FEMALE
18,499,5.069,audio_vocab,0.493147948,FEMALE
18,500,8.151767434,elicited_speech,0.679435356,FEMALE
18,501,0.445,audio_vocab,0.796528832,FEMALE
18,502,10,text_vocab,0.838912426,FEMALE
18,503,7.192,audio_vocab,0.954711503,FEMALE
18,504,9.85,audio_vocab,0.957166214,FEMALE
18,505,8.665910239,dictation,0.993889516,FEMALE
18,506,10,text_vocab,0.903615575,FEMALE
18,507,2.141,text_vocab,0.838912426,FEMALE
18,508,9.49818571,elicited_speech,1.00E-07,FEMALE
18,509,5.801231179,dictation,0.993889516,FEMALE
18,402,8.503861328,dictation,0.993889516,FEMALE
18,89,8.34,text_vocab,0.840872424,FEMALE
18,510,7.047,text_vocab,0.877287487,FEMALE
18,511,9.818,audio_vocab,0.957166214,FEMALE
18,512,5.327,text_vocab,0.918928584,FEMALE
18,513,8.507956406,elicited_speech,0.631501882,FEMALE
18,514,3.449911445,ctest,0.8,FEMALE
