"person_id","item_id","item_type","item_level","test_score"
"33242a30",72,"ctest",3.379063928,110
"33242a30",6,"dictation",0.426555525,110
"33242a30",73,"dictation",8.141425979,110
"33242a30",74,"elicited_speech",7.958802145,110
"33242a30",75,"elicited_speech",6.557831035,110
"33242a30",76,"dictation",5.651793308,110
"33242a30",77,"ctest",5.0974824,110
"33242a30",78,"ctest",7.9090141,110
"33242a30",79,"elicited_speech",0.324022561,110
"33242a30",80,"ctest",9.997776135,110
"33242a30",81,"text_vocab",8.05,110
"33242a30",82,"audio_vocab",6.25,110
"33242a30",83,"dictation",3.45001921,110
"33242a30",84,"dictation",8.631090487,110
"33242a30",85,"text_vocab",4.11,110
"33242a30",86,"text_vocab",6.126,110
"33242a30",87,"ctest",6.617970634,110
"33242a30",88,"text_vocab",0.402,110
"33242a30",89,"text_vocab",8.34,110
"33242a30",90,"audio_vocab",8.086,110
"33242a30",91,"elicited_speech",8.422122263,110
"33242a30",92,"dictation",5.329115297,110
"33242a30",93,"audio_vocab",7.156,110
"01de78fd",94,"dictation",8.030825424,120
"01de78fd",95,"text_vocab",9.984,120
"01de78fd",96,"audio_vocab",5.429,120
"01de78fd",97,"elicited_speech",7.733480116,120
"01de78fd",98,"ctest",9.984730413,120
"01de78fd",99,"dictation",8.526393967,120
"01de78fd",100,"dictation",0.413175174,120
"01de78fd",101,"dictation",4.364552987,120
"01de78fd",102,"text_vocab",8.151,120
"01de78fd",103,"ctest",7.738598377,120
"01de78fd",104,"elicited_speech",8.298388616,120
"01de78fd",105,"elicited_speech",7.956591438,120
"01de78fd",106,"dictation",2.91197982,120
"01de78fd",107,"ctest",6.148882892,120
"01de78fd",108,"audio_vocab",7.55,120
"01de78fd",109,"text_vocab",7.577,120
"01de78fd",110,"audio_vocab",10,120
"01de78fd",111,"ctest",1.960253715,120
"01de78fd",112,"ctest",0.148632121,120
"01de78fd",79,"elicited_speech",0.324022561,120
"01de78fd",113,"text_vocab",4.6,120
"01de78fd",114,"audio_vocab",2.219,120
"01de78fd",115,"text_vocab",7.587,120
"01de78fd",116,"dictation",5.742385372,120
"01de78fd",117,"text_vocab",9.761,120
"01de78fd",118,"elicited_speech",8.460889955,120
"01de78fd",119,"elicited_speech",8.617913572,120
"01de78fd",120,"ctest",3.927734768,120
"01de78fd",121,"text_vocab",3.312,120
"01de78fd",122,"audio_vocab",8.122,120
"01de78fd",123,"audio_vocab",8.379,120
"dfd95b9b",124,"ctest",4.905895767,80
"dfd95b9b",125,"dictation",5.908818555,80
"dfd95b9b",126,"text_vocab",4.16,80
"dfd95b9b",127,"elicited_speech",5.183185792,80
"dfd95b9b",128,"elicited_speech",3.713586968,80
"dfd95b9b",129,"audio_vocab",0.462,80
"dfd95b9b",130,"ctest",9.000629937,80
"dfd95b9b",131,"text_vocab",10,80
"dfd95b9b",132,"dictation",5.378903013,80
"dfd95b9b",133,"dictation",1.961124535,80
"dfd95b9b",134,"dictation",5.417619167,80
"dfd95b9b",135,"ctest",2.576390603,80
"dfd95b9b",136,"text_vocab",0.476,80
"dfd95b9b",137,"elicited_speech",3.911631178,80
"dfd95b9b",138,"audio_vocab",8.264,80
"dfd95b9b",96,"audio_vocab",5.429,80
"dfd95b9b",139,"text_vocab",7.949,80
"dfd95b9b",140,"ctest",7.070709006,80
"dfd95b9b",141,"audio_vocab",10,80
"dfd95b9b",142,"text_vocab",6.282,80
"dfd95b9b",143,"elicited_speech",5.327433176,80
"dfd95b9b",144,"elicited_speech",7.537547464,80
"dfd95b9b",100,"dictation",0.413175174,80
"dfd95b9b",145,"ctest",0.487396732,80
"dfd95b9b",146,"audio_vocab",4.168,80
"dfd95b9b",147,"ctest",2.580738091,80
"dfd95b9b",148,"text_vocab",5.248,80
"dfd95b9b",149,"dictation",0.434112048,80
"dfd95b9b",150,"dictation",0.431417394,80
"dfd95b9b",151,"elicited_speech",3.808979257,80
"dfd95b9b",152,"audio_vocab",4.882,80
"e343adb3",153,"dictation",2.749400255,105
"e343adb3",154,"elicited_speech",7.055191942,105
"e343adb3",155,"ctest",8.004462828,105
"e343adb3",156,"elicited_speech",8.278239157,105
"e343adb3",157,"text_vocab",1.128,105
"e343adb3",94,"dictation",8.030825424,105
"e343adb3",158,"audio_vocab",9.693,105
"e343adb3",159,"dictation",2.568089737,105
"e343adb3",160,"text_vocab",9.276,105
"e343adb3",161,"elicited_speech",7.034163187,105
"e343adb3",162,"dictation",4.282034648,105
"e343adb3",163,"text_vocab",9.993,105
"e343adb3",164,"ctest",9.984744359,105
"e343adb3",165,"text_vocab",5.037,105
"e343adb3",166,"ctest",7.267312172,105
"e343adb3",167,"audio_vocab",7.918,105
"e343adb3",168,"elicited_speech",6.825526382,105
"e343adb3",169,"text_vocab",9.735,105
"e343adb3",170,"text_vocab",7.304,105
"e343adb3",171,"audio_vocab",5.065,105
"e343adb3",149,"dictation",0.434112048,105
"e343adb3",172,"ctest",5.477787905,105
"e343adb3",173,"audio_vocab",0.426,105
"e343adb3",174,"audio_vocab",2.621,105
"e343adb3",175,"elicited_speech",8.140204907,105
"e343adb3",176,"ctest",2.131621965,105
"e343adb3",177,"dictation",7.114402702,105
"e343adb3",178,"dictation",7.070689431,105
"e343adb3",179,"ctest",7.033013334,105
"e343adb3",180,"audio_vocab",7.095,105
"e343adb3",181,"elicited_speech",7.57386239,105
"0a2f0569",182,"dictation",5.107303823,85
"0a2f0569",150,"dictation",0.431417394,85
"0a2f0569",183,"elicited_speech",5.226919683,85
"0a2f0569",184,"text_vocab",4.092,85
"0a2f0569",185,"elicited_speech",5.215116762,85
"0a2f0569",186,"text_vocab",9.819,85
"0a2f0569",187,"elicited_speech",3.721184036,85
"0a2f0569",88,"text_vocab",0.402,85
"0a2f0569",188,"elicited_speech",4.814197718,85
"0a2f0569",189,"audio_vocab",0.779,85
"0a2f0569",190,"ctest",4.826052832,85
"0a2f0569",191,"dictation",1.940253569,85
"0a2f0569",192,"text_vocab",5.331,85
"0a2f0569",193,"audio_vocab",6.223,85
"0a2f0569",194,"elicited_speech",4.270754625,85
"0a2f0569",195,"elicited_speech",6.051058858,85
"0a2f0569",196,"dictation",3.011570682,85
"0a2f0569",197,"text_vocab",2.421,85
"0a2f0569",198,"audio_vocab",9.434,85
"0a2f0569",199,"audio_vocab",6.401,85
"0a2f0569",200,"dictation",8.158367666,85
"0a2f0569",201,"ctest",7.870743867,85
"0a2f0569",202,"ctest",0.16212168,85
"0a2f0569",203,"ctest",4.599076403,85
"0a2f0569",204,"text_vocab",7.1,85
"0a2f0569",205,"ctest",3.505244483,85
"0a2f0569",206,"ctest",9.798711264,85
"0a2f0569",207,"audio_vocab",9.964,85
"0a2f0569",208,"dictation",5.318915627,85
"0a2f0569",209,"audio_vocab",5.199,85
"0a2f0569",210,"audio_vocab",4.733,85
"53f189a5",211,"audio_vocab",4.51,125
"53f189a5",212,"audio_vocab",9.678,125
"53f189a5",213,"audio_vocab",2.22,125
"53f189a5",214,"ctest",8.409536772,125
"53f189a5",215,"audio_vocab",8.2,125
"53f189a5",216,"elicited_speech",8.520930499,125
"53f189a5",217,"text_vocab",7.195,125
"53f189a5",218,"audio_vocab",8.041,125
"53f189a5",219,"audio_vocab",9.814,125
"53f189a5",220,"dictation",3.252760138,125
"53f189a5",221,"dictation",8.656909235,125
"53f189a5",222,"text_vocab",9.817,125
"53f189a5",223,"elicited_speech",9.259741509,125
"53f189a5",224,"dictation",7.591434501,125
"53f189a5",165,"text_vocab",5.037,125
"53f189a5",225,"ctest",7.111905892,125
"53f189a5",226,"text_vocab",2.314,125
"53f189a5",227,"elicited_speech",6.303217204,125
"53f189a5",228,"elicited_speech",8.019930736,125
"53f189a5",229,"dictation",8.549298604,125
"53f189a5",230,"ctest",9.993456371,125
"53f189a5",231,"ctest",1.497102392,125
"53f189a5",232,"ctest",3.711000816,125
"53f189a5",233,"audio_vocab",9.716,125
"53f189a5",234,"elicited_speech",8.102466829,125
"53f189a5",235,"text_vocab",9.991,125
"53f189a5",236,"text_vocab",9.304,125
"53f189a5",150,"dictation",0.431417394,125
"53f189a5",237,"elicited_speech",8.873282899,125
"53f189a5",238,"dictation",5.943515422,125
"53f189a5",239,"ctest",6.312829021,125
"0f4fe18a",240,"audio_vocab",9.509,130
"0f4fe18a",241,"dictation",3.662571519,130
"0f4fe18a",242,"audio_vocab",5.981,130
"0f4fe18a",243,"text_vocab",8.157,130
"0f4fe18a",244,"dictation",6.581685031,130
"0f4fe18a",245,"elicited_speech",2.095069924,130
"0f4fe18a",246,"ctest",4.497553626,130
"0f4fe18a",247,"elicited_speech",8.672854819,130
"0f4fe18a",248,"ctest",7.90293555,130
"0f4fe18a",249,"elicited_speech",8.71433898,130
"0f4fe18a",250,"elicited_speech",8.879331456,130
"0f4fe18a",251,"elicited_speech",9.021186285,130
"0f4fe18a",252,"ctest",9.745673032,130
"0f4fe18a",253,"text_vocab",7.336,130
"0f4fe18a",254,"dictation",9.141207997,130
"0f4fe18a",255,"elicited_speech",8.589266313,130
"0f4fe18a",256,"audio_vocab",3.299,130
"0f4fe18a",257,"ctest",9.390476621,130
"0f4fe18a",258,"text_vocab",1.45,130
"0f4fe18a",259,"text_vocab",4.962,130
"0f4fe18a",260,"audio_vocab",7.312,130
"0f4fe18a",261,"text_vocab",9.836,130
"0f4fe18a",262,"dictation",5.254709321,130
"0f4fe18a",263,"audio_vocab",9.812,130
"0f4fe18a",264,"ctest",6.319474551,130
"0f4fe18a",265,"text_vocab",9.847,130
"0f4fe18a",266,"dictation",1.276396188,130
"0f4fe18a",267,"audio_vocab",9.899,130
"0f4fe18a",268,"ctest",1.21816074,130
"0f4fe18a",269,"audio_vocab",10,130
"0f4fe18a",270,"dictation",8.523860498,130
"3b8a7250",271,"audio_vocab",8.107,100
"3b8a7250",272,"audio_vocab",5.272,100
"3b8a7250",273,"elicited_speech",5.003716483,100
"3b8a7250",274,"elicited_speech",6.462422013,100
"3b8a7250",275,"ctest",8.375262873,100
"3b8a7250",276,"ctest",0.429034328,100
"3b8a7250",277,"elicited_speech",0.492863871,100
"3b8a7250",278,"ctest",5.288253086,100
"3b8a7250",279,"ctest",2.909044144,100
"3b8a7250",280,"audio_vocab",7.006,100
"3b8a7250",267,"audio_vocab",9.899,100
"3b8a7250",281,"text_vocab",3.105,100
"3b8a7250",33,"elicited_speech",4.549802998,100
"3b8a7250",282,"text_vocab",5.258,100
"3b8a7250",283,"dictation",1.83620005,100
"3b8a7250",284,"dictation",3.675779898,100
"3b8a7250",285,"ctest",9.99252317,100
"3b8a7250",286,"elicited_speech",4.908993275,100
"3b8a7250",287,"audio_vocab",4.355,100
"3b8a7250",288,"text_vocab",4.172,100
"3b8a7250",186,"text_vocab",9.819,100
"3b8a7250",289,"text_vocab",7.01,100
"3b8a7250",290,"dictation",3.555298391,100
"3b8a7250",291,"dictation",6.164203889,100
"3b8a7250",292,"ctest",6.144185798,100
"3b8a7250",293,"audio_vocab",0.645,100
"3b8a7250",294,"dictation",8.143173595,100
"3b8a7250",149,"dictation",0.434112048,100
"3b8a7250",295,"text_vocab",9.333,100
"3b8a7250",296,"elicited_speech",2.674390039,100
"3b8a7250",297,"audio_vocab",4.934,100
"55cc908c",298,"text_vocab",10,110
"55cc908c",299,"ctest",8.461916748,110
"55cc908c",300,"text_vocab",8.169,110
"55cc908c",301,"dictation",8.054882772,110
"55cc908c",302,"dictation",8.125031953,110
"55cc908c",303,"audio_vocab",2.515,110
"55cc908c",304,"text_vocab",6.906,110
"55cc908c",6,"dictation",0.426555525,110
"55cc908c",305,"audio_vocab",10,110
"55cc908c",181,"elicited_speech",7.57386239,110
"55cc908c",306,"ctest",5.303750553,110
"55cc908c",307,"dictation",4.015505362,110
"55cc908c",308,"audio_vocab",6.212,110
"55cc908c",309,"audio_vocab",8.357,110
"55cc908c",310,"audio_vocab",8.14,110
"55cc908c",311,"audio_vocab",9.711,110
"55cc908c",312,"elicited_speech",8.370702752,110
"55cc908c",279,"ctest",2.909044144,110
"55cc908c",313,"text_vocab",9.725,110
"55cc908c",314,"elicited_speech",8.242519341,110
"55cc908c",315,"dictation",3.481693751,110
"55cc908c",316,"ctest",9.986266493,110
"55cc908c",317,"elicited_speech",6.385534708,110
"55cc908c",318,"text_vocab",4.395,110
"55cc908c",319,"text_vocab",1.335,110
"55cc908c",320,"elicited_speech",8.343003652,110
"55cc908c",321,"ctest",7.565468301,110
"55cc908c",322,"elicited_speech",8.384312965,110
"55cc908c",323,"dictation",6.255063806,110
"55cc908c",324,"ctest",7.491915421,110
"55cc908c",325,"audio_vocab",4.836,110
"bca1c202",326,"text_vocab",6.34,100
"bca1c202",327,"ctest",9.616717983,100
"bca1c202",328,"audio_vocab",0.897,100
"bca1c202",329,"dictation",3.80952144,100
"bca1c202",330,"elicited_speech",5.029922,100
"bca1c202",100,"dictation",0.413175174,100
"bca1c202",331,"ctest",4.221078572,100
"bca1c202",332,"text_vocab",4.028,100
"bca1c202",333,"audio_vocab",4.208,100
"bca1c202",334,"dictation",8.656672928,100
"bca1c202",335,"elicited_speech",4.888184667,100
"bca1c202",336,"ctest",5.462407411,100
"bca1c202",337,"text_vocab",10,100
"bca1c202",338,"dictation",3.764969534,100
"bca1c202",339,"text_vocab",4.355,100
"bca1c202",340,"text_vocab",7.398,100
"bca1c202",341,"elicited_speech",3.00217797,100
"bca1c202",342,"elicited_speech",6.476901288,100
"bca1c202",343,"audio_vocab",9.362,100
"bca1c202",344,"ctest",7.299011601,100
"bca1c202",345,"dictation",3.00685769,100
"bca1c202",346,"elicited_speech",3.604375988,100
"bca1c202",347,"ctest",8.199233107,100
"bca1c202",348,"elicited_speech",5.774726166,100
"bca1c202",349,"dictation",7.346659168,100
"bca1c202",350,"ctest",2.648258141,100
"bca1c202",351,"audio_vocab",4.308,100
"bca1c202",136,"text_vocab",0.476,100
"bca1c202",352,"audio_vocab",7.214,100
"bca1c202",353,"audio_vocab",0.485,100
"bca1c202",354,"dictation",4.473591424,100
"6dcf7d75",355,"dictation",8.887890231,145
"6dcf7d75",356,"audio_vocab",7.996,145
"6dcf7d75",357,"audio_vocab",10,145
"6dcf7d75",358,"elicited_speech",8.591809878,145
"6dcf7d75",359,"dictation",4.975909531,145
"6dcf7d75",360,"audio_vocab",6.208,145
"6dcf7d75",275,"ctest",8.375262873,145
"6dcf7d75",361,"elicited_speech",8.589999603,145
"6dcf7d75",362,"ctest",9.832134803,145
"6dcf7d75",363,"dictation",9.422732932,145
"6dcf7d75",364,"text_vocab",10,145
"6dcf7d75",365,"dictation",9.047419434,145
"6dcf7d75",366,"elicited_speech",8.750661522,145
"6dcf7d75",367,"ctest",0.75750342,145
"6dcf7d75",368,"elicited_speech",9.478868948,145
"6dcf7d75",369,"dictation",1.998405039,145
"6dcf7d75",370,"audio_vocab",10,145
"6dcf7d75",371,"dictation",8.540024086,145
"6dcf7d75",372,"ctest",4.588341495,145
"6dcf7d75",373,"audio_vocab",9.568,145
"6dcf7d75",374,"text_vocab",6.103,145
"6dcf7d75",375,"text_vocab",9.968,145
"6dcf7d75",376,"text_vocab",7.239,145
"6dcf7d75",377,"ctest",6.707441476,145
"6dcf7d75",378,"elicited_speech",8.667352676,145
"6dcf7d75",379,"audio_vocab",4.3,145
"6dcf7d75",380,"text_vocab",9.977,145
"6dcf7d75",381,"elicited_speech",6.016476726,145
"6dcf7d75",382,"text_vocab",3.444,145
"6dcf7d75",383,"dictation",8.541853253,145
"6dcf7d75",384,"ctest",9.709681321,145
"2cb84325",385,"ctest",9.73247731,135
"2cb84325",386,"text_vocab",9.882,135
"2cb84325",387,"text_vocab",7.316,135
"2cb84325",388,"ctest",5.243826455,135
"2cb84325",389,"elicited_speech",8.643000818,135
"2cb84325",390,"ctest",9.96755054,135
"2cb84325",391,"dictation",9.018694815,135
"2cb84325",392,"audio_vocab",8.022,135
"2cb84325",393,"dictation",8.188979783,135
"2cb84325",394,"elicited_speech",6.115067988,135
"2cb84325",395,"elicited_speech",9.338934367,135
"2cb84325",396,"text_vocab",4.49,135
"2cb84325",397,"dictation",8.671579079,135
"2cb84325",398,"text_vocab",9.172,135
"2cb84325",399,"audio_vocab",1.313,135
"2cb84325",400,"audio_vocab",8.238,135
"2cb84325",401,"dictation",2.792893893,135
"2cb84325",402,"dictation",8.503861328,135
"2cb84325",403,"audio_vocab",6.318,135
"2cb84325",404,"audio_vocab",4.343,135
"2cb84325",405,"dictation",6.454659745,135
"2cb84325",406,"text_vocab",9.888,135
"2cb84325",407,"audio_vocab",9.994,135
"2cb84325",408,"elicited_speech",8.698043598,135
"2cb84325",409,"ctest",9.768538538,135
"2cb84325",410,"text_vocab",9.745,135
"2cb84325",411,"ctest",0.037763469,135
"2cb84325",412,"ctest",6.922794819,135
"2cb84325",413,"audio_vocab",9.954,135
"2cb84325",414,"elicited_speech",7.767138734,135
"2cb84325",415,"elicited_speech",8.95294164,135
"a4273f93",149,"dictation",0.434112048,80
"a4273f93",416,"ctest",4.709341941,80
"a4273f93",417,"elicited_speech",3.820573183,80
"a4273f93",418,"audio_vocab",4.119,80
"a4273f93",419,"dictation",0.410420197,80
"a4273f93",420,"ctest",3.424715694,80
"a4273f93",421,"dictation",3.727613762,80
"a4273f93",422,"text_vocab",4.459,80
"a4273f93",423,"text_vocab",3.57,80
"a4273f93",424,"ctest",9.695254059,80
"a4273f93",425,"audio_vocab",0.444,80
"a4273f93",426,"audio_vocab",7.013,80
"a4273f93",427,"elicited_speech",4.099466827,80
"a4273f93",428,"elicited_speech",6.466273927,80
"a4273f93",429,"elicited_speech",3.725978051,80
"a4273f93",430,"text_vocab",5.377,80
"a4273f93",431,"ctest",1.80260945,80
"a4273f93",432,"dictation",2.168583222,80
"a4273f93",433,"text_vocab",8.181,80
"a4273f93",434,"text_vocab",10,80
"a4273f93",435,"text_vocab",4.204,80
"a4273f93",436,"dictation",4.209367245,80
"a4273f93",437,"ctest",7.697372196,80
"a4273f93",438,"audio_vocab",9.136,80
"a4273f93",439,"ctest",0.415617551,80
"a4273f93",440,"elicited_speech",3.665606721,80
"a4273f93",441,"audio_vocab",2.092,80
"a4273f93",442,"elicited_speech",2.612169283,80
"a4273f93",443,"ctest",6.628140387,80
"a4273f93",444,"dictation",3.631745509,80
"a4273f93",445,"audio_vocab",4.197,80
"97c6a6f1",446,"elicited_speech",6.845314239,110
"97c6a6f1",447,"audio_vocab",8.271,110
"97c6a6f1",448,"audio_vocab",5.149,110
"97c6a6f1",449,"audio_vocab",7.37,110
"97c6a6f1",450,"dictation",8.25869678,110
"97c6a6f1",451,"audio_vocab",3.513,110
"97c6a6f1",452,"elicited_speech",8.261061954,110
"97c6a6f1",453,"ctest",8.078246555,110
"97c6a6f1",454,"dictation",5.571154112,110
"97c6a6f1",455,"dictation",8.692146981,110
"97c6a6f1",456,"elicited_speech",8.237982765,110
"97c6a6f1",457,"ctest",9.898865954,110
"97c6a6f1",458,"text_vocab",3.367,110
"97c6a6f1",459,"audio_vocab",0.646,110
"97c6a6f1",460,"ctest",3.330322703,110
"97c6a6f1",461,"dictation",3.657033658,110
"97c6a6f1",410,"text_vocab",9.745,110
"97c6a6f1",462,"text_vocab",7.263,110
"97c6a6f1",463,"elicited_speech",7.813893289,110
"97c6a6f1",136,"text_vocab",0.476,110
"97c6a6f1",464,"elicited_speech",8.101927339,110
"97c6a6f1",465,"text_vocab",8.134,110
"97c6a6f1",466,"text_vocab",7.985,110
"97c6a6f1",467,"elicited_speech",8.592486469,110
"97c6a6f1",468,"ctest",6.746745366,110
"97c6a6f1",469,"ctest",9.880500172,110
"97c6a6f1",419,"dictation",0.410420197,110
"97c6a6f1",470,"dictation",8.567676602,110
"97c6a6f1",471,"audio_vocab",9.942,110
"97c6a6f1",472,"ctest",5.067728782,110
"97c6a6f1",473,"audio_vocab",5.912,110
"e622f5e8",474,"text_vocab",3.951,70
"e622f5e8",475,"elicited_speech",4.39321436,70
"e622f5e8",476,"elicited_speech",3.601699839,70
"e622f5e8",477,"text_vocab",9.57,70
"e622f5e8",478,"dictation",3.905398238,70
"e622f5e8",479,"ctest",1.311729933,70
"e622f5e8",480,"audio_vocab",0.425,70
"e622f5e8",481,"ctest",9.246591214,70
"e622f5e8",482,"ctest",3.623942884,70
"e622f5e8",483,"elicited_speech",4.713630266,70
"e622f5e8",484,"text_vocab",7.2,70
"e622f5e8",485,"audio_vocab",4.478,70
"e622f5e8",88,"text_vocab",0.402,70
"e622f5e8",486,"audio_vocab",7.369,70
"e622f5e8",487,"dictation",3.15292378,70
"e622f5e8",488,"audio_vocab",1.546,70
"e622f5e8",489,"text_vocab",5.258,70
"e622f5e8",490,"elicited_speech",4.427507901,70
"e622f5e8",6,"dictation",0.426555525,70
"e622f5e8",491,"audio_vocab",9.286,70
"e622f5e8",492,"ctest",6.618567293,70
"e622f5e8",493,"dictation",4.081082145,70
"e622f5e8",494,"audio_vocab",4.517,70
"e622f5e8",495,"elicited_speech",3.688949122,70
"e622f5e8",496,"dictation",6.447845595,70
"e622f5e8",497,"ctest",3.679268394,70
"e622f5e8",498,"ctest",4.045669865,70
"076a32ce",499,"audio_vocab",5.069,125
"076a32ce",500,"elicited_speech",8.151767434,125
"076a32ce",501,"audio_vocab",0.445,125
"076a32ce",502,"text_vocab",10,125
"076a32ce",503,"audio_vocab",7.192,125
"076a32ce",504,"audio_vocab",9.85,125
"076a32ce",505,"dictation",8.665910239,125
"076a32ce",506,"text_vocab",10,125
"076a32ce",507,"text_vocab",2.141,125
"076a32ce",508,"elicited_speech",9.49818571,125
"076a32ce",509,"dictation",5.801231179,125
"076a32ce",402,"dictation",8.503861328,125
"076a32ce",89,"text_vocab",8.34,125
"076a32ce",510,"text_vocab",7.047,125
"076a32ce",511,"audio_vocab",9.818,125
"076a32ce",512,"text_vocab",5.327,125
"076a32ce",513,"elicited_speech",8.507956406,125
"076a32ce",514,"ctest",3.449911445,125
"076a32ce",515,"elicited_speech",8.408709072,125
"076a32ce",516,"ctest",9.7751192,125
"076a32ce",517,"ctest",9.735812321,125
"076a32ce",518,"audio_vocab",8.016,125
"076a32ce",55,"elicited_speech",8.922600971,125
"076a32ce",519,"elicited_speech",9.219677073,125
"076a32ce",520,"ctest",6.453467424,125
"076a32ce",521,"audio_vocab",9.507,125
"076a32ce",522,"dictation",8.162770541,125
"076a32ce",523,"ctest",0.176304219,125
"076a32ce",524,"dictation",2.17274684,125
"076a32ce",525,"dictation",7.603544042,125
"076a32ce",526,"ctest",7.901620353,125
"57b454c5",527,"dictation",3.405668502,100
"57b454c5",528,"text_vocab",8.133,100
"57b454c5",529,"ctest",0.503217024,100
"57b454c5",530,"elicited_speech",2.396537856,100
"57b454c5",531,"elicited_speech",5.630598534,100
"57b454c5",532,"elicited_speech",6.298498424,100
"57b454c5",533,"ctest",5.784711363,100
"57b454c5",534,"audio_vocab",6.24,100
"57b454c5",535,"audio_vocab",5.936,100
"57b454c5",536,"ctest",3.386685355,100
"57b454c5",537,"dictation",8.598064998,100
"57b454c5",538,"dictation",4.989454907,100
"57b454c5",539,"dictation",7.415529759,100
"57b454c5",136,"text_vocab",0.476,100
"57b454c5",540,"audio_vocab",6.342,100
"57b454c5",541,"audio_vocab",0.421,100
"57b454c5",542,"ctest",8.418751652,100
"57b454c5",543,"text_vocab",10,100
"57b454c5",544,"elicited_speech",5.949703555,100
"57b454c5",545,"text_vocab",3.497,100
"57b454c5",546,"audio_vocab",3.306,100
"57b454c5",547,"ctest",5.689367908,100
"57b454c5",100,"dictation",0.413175174,100
"57b454c5",265,"text_vocab",9.847,100
"57b454c5",548,"ctest",7.371634875,100
"57b454c5",549,"text_vocab",4.511,100
"57b454c5",550,"dictation",7.00582558,100
"57b454c5",551,"elicited_speech",6.876115272,100
"57b454c5",552,"audio_vocab",10,100
"57b454c5",553,"elicited_speech",5.680546885,100
"57b454c5",554,"text_vocab",6.233,100
"788052bf",555,"text_vocab",4.401,115
"788052bf",556,"dictation",1.985604114,115
"788052bf",557,"ctest",1.128246101,115
"788052bf",558,"dictation",7.835405163,115
"788052bf",559,"text_vocab",9.913,115
"788052bf",560,"ctest",7.801334828,115
"788052bf",561,"audio_vocab",8.409,115
"788052bf",562,"dictation",8.660516988,115
"788052bf",563,"audio_vocab",5.223,115
"788052bf",564,"ctest",4.379413194,115
"788052bf",565,"audio_vocab",7.068,115
"788052bf",566,"ctest",9.72967509,115
"788052bf",567,"dictation",4.486690077,115
"788052bf",568,"text_vocab",10,115
